passage_id,text_id,origin_type,genre,task,unit_id,gold_label,pred_label,is_onomatopoeia,is_diminutive
P026,RUS-T-08,RUS-T,prose,coord_clause,s71,0,,0,0
P027,RUS-T-09,RUS-T,prose,boundary,s30,1,1,0,0
P027,RUS-T-09,RUS-T,prose,coord_any,s30,0,0,0,0
P027,RUS-T-09,RUS-T,prose,coord_clause,s30,0,,0,0
P027,RUS-T-09,RUS-T,prose,boundary,s31,1,1,0,0
P027,RUS-T-09,RUS-T,prose,coord_any,s31,0,0,0,0
P027,RUS-T-09,RUS-T,prose,coord_clause,s31,0,,0,0
P027,RUS-T-09,RUS-T,prose,boundary,s32,1,1,0,0
P027,RUS-T-09,RUS-T,prose,coord_any,s32,0,0,0,0
P027,RUS-T-09,RUS-T,prose,coord_clause,s32,0,,0,0
P027,RUS-T-09,RUS-T,prose,boundary,s33,1,1,0,0
P027,RUS-T-09,RUS-T,prose,coord_any,s33,1,0,0,0
P027,RUS-T-09,RUS-T,prose,coord_clause,s33,0,,0,0
P027,RUS-T-09,RUS-T,prose,boundary,s34,1,1,0,0
P027,RUS-T-09,RUS-T,prose,coord_any,s34,1,1,0,0
P027,RUS-T-09,RUS-T,prose,coord_clause,s34,0,,0,0
P028,RUS-T-11,RUS-T,prose,boundary,s70,1,1,0,0
P028,RUS-T-11,RUS-T,prose,coord_any,s70,0,0,0,0
P028,RUS-T-11,RUS-T,prose,coord_clause,s70,0,,0,0
P028,RUS-T-11,RUS-T,prose,boundary,s71,1,1,0,0
P028,RUS-T-11,RUS-T,prose,coord_any,s71,0,0,0,0
P028,RUS-T-11,RUS-T,prose,coord_clause,s71,0,,0,0
P028,RUS-T-11,RUS-T,prose,boundary,s72,1,1,0,0
P028,RUS-T-11,RUS-T,prose,coord_any,s72,0,0,0,0
P028,RUS-T-11,RUS-T,prose,coord_clause,s72,0,,0,0
P028,RUS-T-11,RUS-T,prose,boundary,s73,1,1,0,0
P028,RUS-T-11,RUS-T,prose,coord_any,s73,0,0,0,0
P028,RUS-T-11,RUS-T,prose,coord_clause,s73,0,,0,0
P028,RUS-T-11,RUS-T,prose,boundary,s74,1,1,0,0
P028,RUS-T-11,RUS-T,prose,coord_any,s74,0,0,0,0
P028,RUS-T-11,RUS-T,prose,coord_clause,s74,0,,0,0
P029,RUS-T-12,RUS-T,prose,boundary,s17,1,1,0,0
P029,RUS-T-12,RUS-T,prose,coord_any,s17,1,1,0,0
P029,RUS-T-12,RUS-T,prose,coord_clause,s17,0,,0,0
P029,RUS-T-12,RUS-T,prose,boundary,s18,1,1,0,0
P029,RUS-T-12,RUS-T,prose,coord_any,s18,1,1,0,0
P029,RUS-T-12,RUS-T,prose,coord_clause,s18,0,,0,0
P029,RUS-T-12,RUS-T,prose,boundary,s19,1,1,0,0
P029,RUS-T-12,RUS-T,prose,coord_any,s19,0,0,0,0
P029,RUS-T-12,RUS-T,prose,coord_clause,s19,0,,0,0
P029,RUS-T-12,RUS-T,prose,boundary,s20,1,1,0,0
P029,RUS-T-12,RUS-T,prose,coord_any,s20,0,0,0,0
P029,RUS-T-12,RUS-T,prose,coord_clause,s20,0,,0,0
P029,RUS-T-12,RUS-T,prose,boundary,s21,1,1,0,0
P029,RUS-T-12,RUS-T,prose,coord_any,s21,0,0,0,0
P029,RUS-T-12,RUS-T,prose,coord_clause,s21,0,,0,0
P030,RUS-T-13,RUS-T,prose,boundary,s57,1,1,0,0
P030,RUS-T-13,RUS-T,prose,coord_any,s57,1,1,0,0
P030,RUS-T-13,RUS-T,prose,coord_clause,s57,0,,0,0
P030,RUS-T-13,RUS-T,prose,boundary,s58,1,1,0,0
P030,RUS-T-13,RUS-T,prose,coord_any,s58,0,0,0,0
P030,RUS-T-13,RUS-T,prose,coord_clause,s58,0,,0,0
P030,RUS-T-13,RUS-T,prose,boundary,s59,1,1,0,0
P030,RUS-T-13,RUS-T,prose,coord_any,s59,0,1,0,0
P030,RUS-T-13,RUS-T,prose,coord_clause,s59,0,,0,0
P030,RUS-T-13,RUS-T,prose,boundary,s60,1,1,0,0
P030,RUS-T-13,RUS-T,prose,coord_any,s60,0,0,0,0
P030,RUS-T-13,RUS-T,prose,coord_clause,s60,0,,0,0
P030,RUS-T-13,RUS-T,prose,boundary,s61,1,1,0,0
P030,RUS-T-13,RUS-T,prose,coord_any,s61,0,0,0,0
P030,RUS-T-13,RUS-T,prose,coord_clause,s61,0,,0,0
P031,RUS-T-14,RUS-T,prose,boundary,s74,1,1,0,0
P031,RUS-T-14,RUS-T,prose,coord_any,s74,0,0,0,0
P031,RUS-T-14,RUS-T,prose,coord_clause,s74,0,,0,0
P031,RUS-T-14,RUS-T,prose,boundary,s75,1,1,0,0
P031,RUS-T-14,RUS-T,prose,coord_any,s75,0,0,0,0
P031,RUS-T-14,RUS-T,prose,coord_clause,s75,0,,0,0
P031,RUS-T-14,RUS-T,prose,boundary,s76,1,1,0,0
P031,RUS-T-14,RUS-T,prose,coord_any,s76,0,0,0,0
P031,RUS-T-14,RUS-T,prose,coord_clause,s76,0,,0,0
P031,RUS-T-14,RUS-T,prose,boundary,s77,1,1,0,0
P031,RUS-T-14,RUS-T,prose,coord_any,s77,0,0,0,0
P031,RUS-T-14,RUS-T,prose,coord_clause,s77,0,,0,0
P031,RUS-T-14,RUS-T,prose,boundary,s78,1,1,0,0
P031,RUS-T-14,RUS-T,prose,coord_any,s78,0,0,0,0
P031,RUS-T-14,RUS-T,prose,coord_clause,s78,0,,0,0
P032,RUS-T-15,RUS-T,prose,boundary,s72,1,1,0,0
P032,RUS-T-15,RUS-T,prose,coord_any,s72,0,1,0,0
P032,RUS-T-15,RUS-T,prose,coord_clause,s72,0,,0,0
P032,RUS-T-15,RUS-T,prose,boundary,s73,1,1,0,0
P032,RUS-T-15,RUS-T,prose,coord_any,s73,0,0,0,0
P032,RUS-T-15,RUS-T,prose,coord_clause,s73,0,,0,0
P032,RUS-T-15,RUS-T,prose,boundary,s74,1,1,0,0
P032,RUS-T-15,RUS-T,prose,coord_any,s74,0,0,0,0
P032,RUS-T-15,RUS-T,prose,coord_clause,s74,0,,0,0
P032,RUS-T-15,RUS-T,prose,boundary,s75,1,1,0,0
P032,RUS-T-15,RUS-T,prose,coord_any,s75,0,1,0,0
P032,RUS-T-15,RUS-T,prose,coord_clause,s75,0,,0,0
P032,RUS-T-15,RUS-T,prose,boundary,s76,1,1,0,0
P032,RUS-T-15,RUS-T,prose,coord_any,s76,1,1,0,0
P032,RUS-T-15,RUS-T,prose,coord_clause,s76,0,,0,0
P033,RUS-T-16,RUS-T,prose,boundary,s73,1,1,0,0
P033,RUS-T-16,RUS-T,prose,coord_any,s73,0,0,0,0
P033,RUS-T-16,RUS-T,prose,coord_clause,s73,0,,0,0
P033,RUS-T-16,RUS-T,prose,boundary,s74,1,1,0,0
P033,RUS-T-16,RUS-T,prose,coord_any,s74,0,0,0,0
P033,RUS-T-16,RUS-T,prose,coord_clause,s74,0,,0,0
P033,RUS-T-16,RUS-T,prose,boundary,s75,1,1,0,0
P033,RUS-T-16,RUS-T,prose,coord_any,s75,0,0,0,0
P033,RUS-T-16,RUS-T,prose,coord_clause,s75,0,,0,0
P033,RUS-T-16,RUS-T,prose,boundary,s76,1,1,0,0
P033,RUS-T-16,RUS-T,prose,coord_any,s76,1,1,0,0
P033,RUS-T-16,RUS-T,prose,coord_clause,s76,0,,0,0
P033,RUS-T-16,RUS-T,prose,boundary,s77,1,1,0,0
P033,RUS-T-16,RUS-T,prose,coord_any,s77,0,0,0,0
P033,RUS-T-16,RUS-T,prose,coord_clause,s77,0,,0,0
P034,RUS-T-17,RUS-T,prose,boundary,s5,1,1,0,0
P034,RUS-T-17,RUS-T,prose,coord_any,s5,0,0,0,0
P034,RUS-T-17,RUS-T,prose,coord_clause,s5,0,,0,0
P034,RUS-T-17,RUS-T,prose,boundary,s6,1,1,0,0
P034,RUS-T-17,RUS-T,prose,coord_any,s6,0,0,0,0
P034,RUS-T-17,RUS-T,prose,coord_clause,s6,0,,0,0
P034,RUS-T-17,RUS-T,prose,boundary,s7,1,1,0,0
P034,RUS-T-17,RUS-T,prose,coord_any,s7,0,0,0,0
P034,RUS-T-17,RUS-T,prose,coord_clause,s7,0,,0,0
P034,RUS-T-17,RUS-T,prose,boundary,s8,1,1,0,0
P034,RUS-T-17,RUS-T,prose,coord_any,s8,0,0,0,0
P034,RUS-T-17,RUS-T,prose,coord_clause,s8,0,,0,0
P034,RUS-T-17,RUS-T,prose,boundary,s9,1,1,0,0
P034,RUS-T-17,RUS-T,prose,coord_any,s9,0,0,0,0
P034,RUS-T-17,RUS-T,prose,coord_clause,s9,0,,0,0
P035,RUS-T-19,RUS-T,prose,boundary,s55,1,1,0,0
P035,RUS-T-19,RUS-T,prose,coord_any,s55,0,0,0,0
P035,RUS-T-19,RUS-T,prose,coord_clause,s55,0,,0,0
P035,RUS-T-19,RUS-T,prose,boundary,s56,1,1,0,0
P035,RUS-T-19,RUS-T,prose,coord_any,s56,0,0,0,0
P035,RUS-T-19,RUS-T,prose,coord_clause,s56,0,,0,0
P035,RUS-T-19,RUS-T,prose,boundary,s57,1,1,0,0
P035,RUS-T-19,RUS-T,prose,coord_any,s57,0,0,0,0
P035,RUS-T-19,RUS-T,prose,coord_clause,s57,0,,0,0
P035,RUS-T-19,RUS-T,prose,boundary,s58,1,1,0,0
P035,RUS-T-19,RUS-T,prose,coord_any,s58,0,1,0,0
P035,RUS-T-19,RUS-T,prose,coord_clause,s58,1,,0,0
P035,RUS-T-19,RUS-T,prose,boundary,s59,1,1,0,0
P035,RUS-T-19,RUS-T,prose,coord_any,s59,1,1,0,0
P035,RUS-T-19,RUS-T,prose,coord_clause,s59,0,,0,0
P036,RUS-T-20,RUS-T,prose,boundary,s17,1,1,0,0
P036,RUS-T-20,RUS-T,prose,coord_any,s17,0,0,0,0
P036,RUS-T-20,RUS-T,prose,coord_clause,s17,0,,0,0
P036,RUS-T-20,RUS-T,prose,boundary,s18,1,1,0,0
P036,RUS-T-20,RUS-T,prose,coord_any,s18,0,1,0,0
P036,RUS-T-20,RUS-T,prose,coord_clause,s18,0,,0,0
P036,RUS-T-20,RUS-T,prose,boundary,s19,1,1,0,0
P036,RUS-T-20,RUS-T,prose,coord_any,s19,1,1,0,0
P036,RUS-T-20,RUS-T,prose,coord_clause,s19,0,,0,0
P036,RUS-T-20,RUS-T,prose,boundary,s20,1,1,0,0
P036,RUS-T-20,RUS-T,prose,coord_any,s20,0,0,0,0
P036,RUS-T-20,RUS-T,prose,coord_clause,s20,0,,0,0
P036,RUS-T-20,RUS-T,prose,boundary,s21,1,1,0,0
P036,RUS-T-20,RUS-T,prose,coord_any,s21,0,0,0,0
P036,RUS-T-20,RUS-T,prose,coord_clause,s21,0,,0,0
P037,RUS-T-04,RUS-T,verse,boundary,s6,1,1,0,0
P037,RUS-T-04,RUS-T,verse,coord_any,s6,1,1,0,0
P037,RUS-T-04,RUS-T,verse,coord_clause,s6,0,,0,0
P037,RUS-T-04,RUS-T,verse,boundary,s7,1,1,0,0
P037,RUS-T-04,RUS-T,verse,coord_any,s7,0,1,0,0
P037,RUS-T-04,RUS-T,verse,coord_clause,s7,0,,0,0
P037,RUS-T-04,RUS-T,verse,boundary,s8,1,1,0,0
P037,RUS-T-04,RUS-T,verse,coord_any,s8,1,1,0,0
P037,RUS-T-04,RUS-T,verse,coord_clause,s8,0,,0,0
P037,RUS-T-04,RUS-T,verse,boundary,s9,1,1,0,0
P037,RUS-T-04,RUS-T,verse,coord_any,s9,0,0,0,0
P037,RUS-T-04,RUS-T,verse,coord_clause,s9,0,,0,0
P037,RUS-T-04,RUS-T,verse,boundary,s10,1,1,0,0
P037,RUS-T-04,RUS-T,verse,coord_any,s10,1,1,0,0
P037,RUS-T-04,RUS-T,verse,coord_clause,s10,0,,0,0
P038,RUS-T-07,RUS-T,verse,boundary,s13,1,1,0,0
P038,RUS-T-07,RUS-T,verse,coord_any,s13,0,0,0,0
P038,RUS-T-07,RUS-T,verse,coord_clause,s13,0,,0,0
P038,RUS-T-07,RUS-T,verse,boundary,s14,1,1,0,0
P038,RUS-T-07,RUS-T,verse,coord_any,s14,0,0,0,0
P038,RUS-T-07,RUS-T,verse,coord_clause,s14,0,,0,0
P038,RUS-T-07,RUS-T,verse,boundary,s15,1,1,0,0
P038,RUS-T-07,RUS-T,verse,coord_any,s15,0,0,0,0
P038,RUS-T-07,RUS-T,verse,coord_clause,s15,0,,0,0
P038,RUS-T-07,RUS-T,verse,boundary,s16,1,1,0,0
P038,RUS-T-07,RUS-T,verse,coord_any,s16,0,0,0,0
P038,RUS-T-07,RUS-T,verse,coord_clause,s16,0,,0,0
P038,RUS-T-07,RUS-T,verse,boundary,s17,1,1,0,0
P038,RUS-T-07,RUS-T,verse,coord_any,s17,0,0,0,0
P038,RUS-T-07,RUS-T,verse,coord_clause,s17,0,,0,0
P039,RUS-T-10,RUS-T,verse,boundary,s16,1,1,0,0
P039,RUS-T-10,RUS-T,verse,coord_any,s16,1,1,0,0
P039,RUS-T-10,RUS-T,verse,coord_clause,s16,0,,0,0
P039,RUS-T-10,RUS-T,verse,boundary,s17,1,1,0,0
P039,RUS-T-10,RUS-T,verse,coord_any,s17,0,1,0,0
P039,RUS-T-10,RUS-T,verse,coord_clause,s17,0,,0,0
P039,RUS-T-10,RUS-T,verse,boundary,s18,1,1,0,0
P039,RUS-T-10,RUS-T,verse,coord_any,s18,1,1,0,0
P039,RUS-T-10,RUS-T,verse,coord_clause,s18,0,,0,0
P039,RUS-T-10,RUS-T,verse,boundary,s19,1,1,0,0
P039,RUS-T-10,RUS-T,verse,coord_any,s19,0,0,0,0
P039,RUS-T-10,RUS-T,verse,coord_clause,s19,0,,0,0
P039,RUS-T-10,RUS-T,verse,boundary,s20,1,1,0,0
P039,RUS-T-10,RUS-T,verse,coord_any,s20,0,0,0,0
P039,RUS-T-10,RUS-T,verse,coord_clause,s20,0,,0,0
P040,RUS-T-18,RUS-T,verse,boundary,s23,1,1,0,0
P040,RUS-T-18,RUS-T,verse,coord_any,s23,1,1,0,0
P040,RUS-T-18,RUS-T,verse,coord_clause,s23,0,,0,0
P040,RUS-T-18,RUS-T,verse,boundary,s24,1,1,0,0
P040,RUS-T-18,RUS-T,verse,coord_any,s24,0,0,0,0
P040,RUS-T-18,RUS-T,verse,coord_clause,s24,0,,0,0
P040,RUS-T-18,RUS-T,verse,boundary,s25,1,1,0,0
P040,RUS-T-18,RUS-T,verse,coord_any,s25,0,0,0,0
P040,RUS-T-18,RUS-T,verse,coord_clause,s25,0,,0,0
P040,RUS-T-18,RUS-T,verse,boundary,s26,1,1,0,0
P040,RUS-T-18,RUS-T,verse,coord_any,s26,0,0,0,0
P040,RUS-T-18,RUS-T,verse,coord_clause,s26,0,,0,0
P040,RUS-T-18,RUS-T,verse,boundary,s27,1,1,0,0
P040,RUS-T-18,RUS-T,verse,coord_any,s27,0,0,0,0
P040,RUS-T-18,RUS-T,verse,coord_clause,s27,0,,0,0
P001,RUS-O-01,RUS-O,,token,s7t0,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s7t1,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s7t2,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s7t3,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s7t4,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s7t5,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s7t6,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s7t7,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s7t8,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s7t9,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s7t10,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s7t11,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s7t12,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s7t13,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s7t14,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s7t15,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s8t0,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s8t1,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s8t2,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s8t3,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s8t4,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s8t5,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s8t6,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s8t7,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s8t8,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s8t9,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s8t10,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s8t11,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s8t12,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s8t13,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s8t14,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s8t15,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s9t0,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s9t1,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s9t2,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s9t3,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s9t4,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s9t5,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s9t6,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s9t7,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s9t8,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s9t9,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s9t10,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s10t0,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s10t1,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s10t2,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s10t3,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s10t4,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s10t5,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s10t6,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s10t7,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s10t8,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s10t9,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s10t10,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s11t0,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s11t1,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s11t2,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s11t3,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s11t4,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s11t5,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s11t6,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s11t7,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s11t8,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s11t9,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s11t10,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s11t11,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s11t12,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s11t13,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s11t14,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s11t15,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s11t16,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s11t17,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s11t18,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s11t19,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s11t20,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s11t21,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s11t22,1,1,0,0
P001,RUS-O-01,RUS-O,,token,s11t23,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s24t0,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s24t1,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s24t2,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s24t3,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s24t4,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s24t5,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s24t6,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s24t7,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s24t8,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s24t9,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s24t10,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s24t11,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s25t0,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s25t1,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s25t2,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s25t3,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s25t4,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s25t5,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s25t6,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s25t7,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s26t0,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s26t1,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s26t2,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s26t3,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s26t4,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s26t5,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s26t6,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s26t7,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s26t8,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s26t9,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s26t10,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s26t11,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s26t12,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s26t13,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s26t14,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s26t15,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s26t16,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s26t17,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s26t18,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s27t0,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s27t1,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s27t2,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s27t3,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s27t4,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s27t5,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s28t0,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s28t1,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s28t2,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s28t3,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s28t4,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s28t5,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s28t6,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s28t7,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s28t8,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s28t9,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s28t10,1,1,0,0
P002,RUS-O-02,RUS-O,,token,s28t11,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s373t0,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s373t1,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s373t2,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s373t3,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s373t4,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s373t5,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s373t6,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s373t7,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s374t0,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s374t1,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s374t2,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s374t3,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s374t4,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s374t5,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s375t0,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s375t1,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s375t2,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s376t0,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s376t1,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s376t2,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s376t3,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s376t4,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s376t5,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s376t6,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s376t7,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s376t8,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s376t9,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s376t10,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s376t11,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s376t12,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s377t0,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s377t1,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s377t2,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s377t3,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s377t4,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s377t5,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s377t6,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s377t7,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s377t8,1,1,0,0
P003,RUS-O-03,RUS-O,,token,s377t9,1,1,0,0
P004,RUS-O-04,RUS-O,,token,s31t0,1,1,0,0
P004,RUS-O-04,RUS-O,,token,s31t1,1,1,0,0
P004,RUS-O-04,RUS-O,,token,s31t2,1,1,0,0
P004,RUS-O-04,RUS-O,,token,s31t3,1,1,0,0
P004,RUS-O-04,RUS-O,,token,s31t4,1,1,0,0
P004,RUS-O-04,RUS-O,,token,s31t5,1,1,0,0
P004,RUS-O-04,RUS-O,,token,s31t6,1,1,0,0
P004,RUS-O-04,RUS-O,,token,s31t7,1,1,0,0
P004,RUS-O-04,RUS-O,,token,s31t8,1,1,0,0
P004,RUS-O-04,RUS-O,,token,s31t9,1,1,0,0
P004,RUS-O-04,RUS-O,,token,s31t10,1,1,0,0
P004,RUS-O-04,RUS-O,,token,s31t11,1,1,0,0
P004,RUS-O-04,RUS-O,,token,s31t12,1,1,0,0
P004,RUS-O-04,RUS-O,,token,s31t13,1,1,0,0
P004,RUS-O-04,RUS-O,,token,s31t14,1,1,0,0
P004,RUS-O-04,RUS-O,,token,s31t15,1,1,0,0
P004,RUS-O-04,RUS-O,,token,s31t16,1,1,0,0
P004,RUS-O-04,RUS-O,,token,s32t0,1,1,0,0
P004,RUS-O-04,RUS-O,,token,s32t1,1,1,0,0
